Category of Data,Table,Column,ct_name,code_iaids,meaning,Data Type eADMS,Length eADMS,short_desc,Question_Def,Code meaning,typeofchange,Change_notes
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15108,"Fuel system, primer system",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15109,"Fuel system, carburetor",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15110,"Fuel system, pump",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Subj_Code,NULL,15111,"Fuel system, injector",int,NULL,Subject Code,"Sequence of Events subject codes are used to identify the individuals, equipment, processes, or phenomena that contributed to the mishap event. Subject codes are used in conjunction with the modifier codes, person codes, and the cause/factor designator to provide the details of the mishap event and the probable cause. Each subject code references a specific event occurrence, and may include multiple codes. When more than one code is used per an occurrence, codes are assigned a sequential seq_event_no (in seq_events table) to distinguish between multiple codes.",NULL,NULL,NULL
eADMS Data,Findings,findings_code,NULL,01046130XX,Aircraft - Aircraft propeller/rotor - Propeller system - Propeller braking,char,NULL,NULL,NULL,The system components and parts which decrease run-down time or stop propeller rotation during engine power off conditions. This code is applicable to turboprop engines.,NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01046140XX,Aircraft - Aircraft propeller/rotor - Propeller system - Propeller indicating system,char,NULL,NULL,NULL,"The system components and parts which indicates the operation or activation of propeller systems. Typical parts are switch, lamp, connector, harness, indicator, etc.",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01046197XX,Aircraft - Aircraft propeller/rotor - Propeller system - Propeller/propulsor wiring,char,NULL,NULL,NULL,For reports indicating a problem with wiring specific to the Propeller/Propulsor Systems.,NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01046200XX,Aircraft - Aircraft propeller/rotor - Main rotor system - (general),char,NULL,NULL,NULL,For general reports of rotorcraft main rotor systems with insufficient information to file in a more specific JASC 6200 series code. Excessive use of this code should be avoided if possible.,NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01046210XX,Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor blade system,char,NULL,NULL,NULL,"For reports of defective blades including attachment to the rotor head and heating mats on the blades for anti-icing. Also includes tilt rotor blades. Does not include the anti-icing system which is filed in JASC code 3060, or the rotor head which is file",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01046220XX,Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor head system,char,NULL,NULL,NULL,"The rotating assembly which supports the main rotor blades including blade folding system. Includes the swashplate if it is an integral part of the mast head assembly. Also includes the head mechanism on tilt rotor aircraft. Typical parts are sleeve, spin",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
eADMS Data,Findings,findings_code,NULL,01046230XX,Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor mast/swashplate,char,NULL,NULL,NULL,"The vertical shaft which supports the main rotor head. Typical parts are shaft, bearing, guide, mast, seal, swashplate, etc.",NULL,"New - With the implementation of eADMS in 2006, the ""Events_Sequence"" table will replace the ""Occurrences"" table and the ""Findings"" table will replace the ""Seq_of_events"" table."
Pre eADMS coding,seq_of_events,Modifier_Code,NULL,2450,Swampy,int,NULL,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",NULL,NULL,NULL
Pre eADMS coding,seq_of_events,Modifier_Code,NULL,2451,Muddy,int,NULL,Modifier Code - enhances Subject code,"Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",NULL,NULL,NULL
